instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,daylight_hrs
8091,2011-12-08,4,0,12,18,False,4,True,1,0.28,0.2727,0.52,0.2239,12,306,318,9.5
8092,2011-12-08,4,0,12,19,False,4,True,1,0.26,0.2727,0.56,0.1045,12,220,232,9.5
8093,2011-12-08,4,0,12,20,False,4,True,1,0.26,0.2727,0.6,0.1045,5,170,175,9.5
8094,2011-12-08,4,0,12,21,False,4,True,1,0.28,0.303,0.61,0.0896,4,135,139,9.5
8095,2011-12-08,4,0,12,22,False,4,True,1,0.26,0.2727,0.65,0.1343,8,84,92,9.5
8096,2011-12-08,4,0,12,23,False,4,True,1,0.24,0.2576,0.7,0.1045,3,58,61,9.5
8097,2011-12-09,4,0,12,0,False,5,True,1,0.24,0.2879,0.65,0.0,8,26,34,9.5
8098,2011-12-09,4,0,12,1,False,5,True,1,0.24,0.2879,0.65,0.0,2,12,14,9.5
8099,2011-12-09,4,0,12,2,False,5,True,1,0.24,0.2879,0.7,0.0,2,10,12,9.5
8100,2011-12-09,4,0,12,3,False,5,True,1,0.22,0.2727,0.8,0.0,1,5,6,9.5
8101,2011-12-09,4,0,12,4,False,5,True,1,0.22,0.2727,0.8,0.0,1,1,2,9.5
8102,2011-12-09,4,0,12,5,False,5,True,1,0.22,0.2727,0.8,0.0,0,20,20,9.5
8103,2011-12-09,4,0,12,6,False,5,True,1,0.22,0.2576,0.8,0.0896,1,62,63,9.5
8104,2011-12-09,4,0,12,7,False,5,True,1,0.22,0.2576,0.75,0.0896,4,195,199,9.5
8105,2011-12-09,4,0,12,8,False,5,True,1,0.24,0.2879,0.81,0.0,7,378,385,9.5
8106,2011-12-09,4,0,12,9,False,5,True,1,0.26,0.2879,0.81,0.0896,8,256,264,9.5
8107,2011-12-09,4,0,12,10,False,5,True,2,0.3,0.303,0.7,0.1642,11,115,126,9.5
8108,2011-12-09,4,0,12,11,False,5,True,1,0.32,0.303,0.7,0.2537,15,121,136,9.5
8109,2011-12-09,4,0,12,12,False,5,True,1,0.36,0.3333,0.57,0.2985,27,146,173,9.5
8110,2011-12-09,4,0,12,13,False,5,True,1,0.38,0.3939,0.5,0.194,27,141,168,9.5
8111,2011-12-09,4,0,12,14,False,5,True,1,0.38,0.3939,0.46,0.2836,24,163,187,9.5
8112,2011-12-09,4,0,12,15,False,5,True,1,0.38,0.3939,0.46,0.2836,29,160,189,9.5
8113,2011-12-09,4,0,12,16,False,5,True,1,0.36,0.3485,0.62,0.1343,24,226,250,9.5
8114,2011-12-09,4,0,12,17,False,5,True,1,0.34,0.3485,0.66,0.1045,10,352,362,9.5
8115,2011-12-09,4,0,12,18,False,5,True,1,0.34,0.3636,0.61,0.0,10,308,318,9.5
8116,2011-12-09,4,0,12,19,False,5,True,1,0.34,0.3636,0.61,0.0,10,189,199,9.5
8117,2011-12-09,4,0,12,20,False,5,True,1,0.3,0.3333,0.81,0.0,10,140,150,9.5
8118,2011-12-09,4,0,12,21,False,5,True,1,0.3,0.3333,0.75,0.0,9,131,140,9.5
8119,2011-12-09,4,0,12,22,False,5,True,1,0.28,0.3182,0.87,0.0,15,114,129,9.5
8120,2011-12-09,4,0,12,23,False,5,True,1,0.28,0.3182,0.81,0.0,6,88,94,9.5
8121,2011-12-10,4,0,12,0,False,6,False,2,0.26,0.2727,0.81,0.1045,11,66,77,9.5
8122,2011-12-10,4,0,12,1,False,6,False,2,0.26,0.2576,0.7,0.1642,11,55,66,9.5
8123,2011-12-10,4,0,12,2,False,6,False,2,0.28,0.303,0.61,0.0896,12,48,60,9.5
8124,2011-12-10,4,0,12,3,False,6,False,2,0.28,0.303,0.61,0.0896,5,20,25,9.5
8125,2011-12-10,4,0,12,4,False,6,False,2,0.26,0.2727,0.65,0.1045,0,3,3,9.5
8126,2011-12-10,4,0,12,5,False,6,False,1,0.26,0.2576,0.6,0.1642,0,6,6,9.5
8127,2011-12-10,4,0,12,6,False,6,False,1,0.24,0.2576,0.65,0.1045,1,10,11,9.5
8128,2011-12-10,4,0,12,7,False,6,False,1,0.24,0.2273,0.65,0.194,0,11,11,9.5
8129,2011-12-10,4,0,12,8,False,6,False,1,0.26,0.2727,0.65,0.1343,5,68,73,9.5
8130,2011-12-10,4,0,12,9,False,6,False,1,0.28,0.2576,0.61,0.2836,15,134,149,9.5
8131,2011-12-10,4,0,12,10,False,6,False,1,0.32,0.303,0.57,0.2537,31,161,192,9.5
8132,2011-12-10,4,0,12,11,False,6,False,1,0.32,0.2879,0.53,0.4179,44,192,236,9.5
8133,2011-12-10,4,0,12,12,False,6,False,1,0.32,0.2879,0.45,0.4179,48,235,283,9.5
8134,2011-12-10,4,0,12,13,False,6,False,1,0.34,0.303,0.34,0.4179,47,239,286,9.5
8135,2011-12-10,4,0,12,14,False,6,False,1,0.34,0.303,0.31,0.3284,51,242,293,9.5
8136,2011-12-10,4,0,12,15,False,6,False,1,0.34,0.303,0.34,0.3582,60,239,299,9.5
8137,2011-12-10,4,0,12,16,False,6,False,1,0.32,0.2879,0.31,0.3881,58,183,241,9.5
8138,2011-12-10,4,0,12,17,False,6,False,1,0.28,0.2576,0.36,0.3284,34,151,185,9.5
8139,2011-12-10,4,0,12,18,False,6,False,1,0.26,0.2576,0.38,0.2239,28,144,172,9.5
8140,2011-12-10,4,0,12,19,False,6,False,1,0.26,0.2424,0.38,0.2836,15,139,154,9.5
8141,2011-12-10,4,0,12,20,False,6,False,1,0.24,0.2273,0.35,0.2239,10,114,124,9.5
8142,2011-12-10,4,0,12,21,False,6,False,1,0.22,0.2121,0.44,0.2239,4,79,83,9.5
8143,2011-12-10,4,0,12,22,False,6,False,1,0.22,0.2273,0.41,0.1343,7,88,95,9.5
8144,2011-12-10,4,0,12,23,False,6,False,1,0.2,0.2121,0.47,0.1642,5,61,66,9.5
8145,2011-12-11,4,0,12,0,False,0,False,1,0.2,0.197,0.51,0.2239,5,69,74,9.5
8146,2011-12-11,4,0,12,1,False,0,False,1,0.16,0.1515,0.59,0.2239,8,54,62,9.5
8147,2011-12-11,4,0,12,2,False,0,False,1,0.18,0.1667,0.55,0.2537,5,47,52,9.5
8148,2011-12-11,4,0,12,3,False,0,False,1,0.16,0.1818,0.59,0.1343,2,17,19,9.5
8149,2011-12-11,4,0,12,4,False,0,False,1,0.16,0.1667,0.59,0.1642,0,5,5,9.5
8150,2011-12-11,4,0,12,5,False,0,False,1,0.18,0.2121,0.59,0.1045,0,6,6,9.5
8151,2011-12-11,4,0,12,6,False,0,False,1,0.16,0.2273,0.59,0.0,0,10,10,9.5
8152,2011-12-11,4,0,12,7,False,0,False,1,0.18,0.2424,0.55,0.0,1,30,31,9.5
8153,2011-12-11,4,0,12,8,False,0,False,1,0.16,0.2273,0.69,0.0,4,68,72,9.5
8154,2011-12-11,4,0,12,9,False,0,False,1,0.2,0.2576,0.59,0.0,19,88,107,9.5
8155,2011-12-11,4,0,12,10,False,0,False,1,0.24,0.2879,0.44,0.0,30,164,194,9.5
8156,2011-12-11,4,0,12,11,False,0,False,1,0.26,0.303,0.35,0.0,31,166,197,9.5
8157,2011-12-11,4,0,12,12,False,0,False,1,0.26,0.303,0.35,0.0,42,246,288,9.5
8158,2011-12-11,4,0,12,13,False,0,False,1,0.3,0.3333,0.31,0.0,44,224,268,9.5
8159,2011-12-11,4,0,12,14,False,0,False,1,0.3,0.3333,0.28,0.0,44,198,242,9.5
8160,2011-12-11,4,0,12,15,False,0,False,1,0.3,0.3333,0.26,0.0,47,219,266,9.5
8161,2011-12-11,4,0,12,16,False,0,False,1,0.3,0.3333,0.26,0.0,32,174,206,9.5
8162,2011-12-11,4,0,12,17,False,0,False,1,0.28,0.3182,0.3,0.0,13,150,163,9.5
8163,2011-12-11,4,0,12,18,False,0,False,1,0.24,0.2273,0.48,0.194,12,151,163,9.5
8164,2011-12-11,4,0,12,19,False,0,False,1,0.22,0.2273,0.55,0.194,7,98,105,9.5
8165,2011-12-11,4,0,12,20,False,0,False,1,0.22,0.2424,0.55,0.1045,10,62,72,9.5
8166,2011-12-11,4,0,12,21,False,0,False,1,0.22,0.2727,0.55,0.0,10,53,63,9.5
8167,2011-12-11,4,0,12,22,False,0,False,1,0.22,0.2727,0.55,0.0,7,36,43,9.5
8168,2011-12-11,4,0,12,23,False,0,False,1,0.2,0.2576,0.69,0.0,4,31,35,9.5
8169,2011-12-12,4,0,12,0,False,1,True,1,0.2,0.2273,0.69,0.0896,4,16,20,9.5
8170,2011-12-12,4,0,12,1,False,1,True,1,0.2,0.2576,0.69,0.0,0,9,9,9.5
8171,2011-12-12,4,0,12,2,False,1,True,1,0.2,0.2576,0.69,0.0,0,4,4,9.5
8172,2011-12-12,4,0,12,3,False,1,True,1,0.18,0.2424,0.74,0.0,0,2,2,9.5
8173,2011-12-12,4,0,12,4,False,1,True,1,0.18,0.2424,0.74,0.0,0,3,3,9.5
8174,2011-12-12,4,0,12,5,False,1,True,1,0.16,0.2273,0.8,0.0,0,21,21,9.5
8175,2011-12-12,4,0,12,6,False,1,True,1,0.16,0.1818,0.8,0.1045,1,63,64,9.5
8176,2011-12-12,4,0,12,7,False,1,True,1,0.14,0.1515,0.86,0.1343,4,231,235,9.5
8177,2011-12-12,4,0,12,8,False,1,True,2,0.16,0.1818,0.8,0.1045,7,378,385,9.5
8178,2011-12-12,4,0,12,9,False,1,True,2,0.18,0.2121,0.74,0.0896,12,208,220,9.5
8179,2011-12-12,4,0,12,10,False,1,True,2,0.22,0.2424,0.69,0.1045,14,91,105,9.5
8180,2011-12-12,4,0,12,11,False,1,True,2,0.26,0.2879,0.6,0.0896,15,100,115,9.5
8181,2011-12-12,4,0,12,12,False,1,True,1,0.28,0.2879,0.52,0.1045,7,138,145,9.5
8182,2011-12-12,4,0,12,13,False,1,True,2,0.3,0.3182,0.52,0.1045,13,153,166,9.5
8183,2011-12-12,4,0,12,14,False,1,True,2,0.32,0.3333,0.53,0.1343,16,95,111,9.5
8184,2011-12-12,4,0,12,15,False,1,True,2,0.32,0.3333,0.57,0.1045,8,124,132,9.5
8185,2011-12-12,4,0,12,16,False,1,True,2,0.32,0.3333,0.57,0.0896,5,209,214,9.5
8186,2011-12-12,4,0,12,17,False,1,True,2,0.3,0.3333,0.56,0.0,7,352,359,9.5
8187,2011-12-12,4,0,12,18,False,1,True,1,0.3,0.3182,0.56,0.0896,8,349,357,9.5
8188,2011-12-12,4,0,12,19,False,1,True,1,0.28,0.303,0.61,0.0896,9,232,241,9.5
8189,2011-12-12,4,0,12,20,False,1,True,1,0.3,0.3182,0.56,0.0896,8,157,165,9.5
8190,2011-12-12,4,0,12,21,False,1,True,1,0.26,0.303,0.81,0.0,2,119,121,9.5
8191,2011-12-12,4,0,12,22,False,1,True,1,0.26,0.303,0.7,0.0,0,71,71,9.5
8192,2011-12-12,4,0,12,23,False,1,True,1,0.24,0.2879,0.75,0.0,3,42,45,9.5
8193,2011-12-13,4,0,12,0,False,2,True,1,0.22,0.2727,0.8,0.0,1,16,17,9.5
8194,2011-12-13,4,0,12,1,False,2,True,1,0.2,0.2576,0.8,0.0,0,4,4,9.5
8195,2011-12-13,4,0,12,2,False,2,True,1,0.2,0.2576,0.8,0.0,1,1,2,9.5
8196,2011-12-13,4,0,12,3,False,2,True,1,0.18,0.2424,0.8,0.0,0,3,3,9.5
8197,2011-12-13,4,0,12,4,False,2,True,1,0.2,0.2576,0.8,0.0,0,4,4,9.5
8198,2011-12-13,4,0,12,5,False,2,True,1,0.18,0.2424,0.86,0.0,0,20,20,9.5
8199,2011-12-13,4,0,12,6,False,2,True,1,0.2,0.2576,0.8,0.0,0,92,92,9.5
8200,2011-12-13,4,0,12,7,False,2,True,1,0.16,0.1667,0.8,0.1642,2,221,223,9.5
8201,2011-12-13,4,0,12,8,False,2,True,1,0.2,0.2273,0.69,0.1045,9,391,400,9.5
8202,2011-12-13,4,0,12,9,False,2,True,1,0.26,0.2576,0.6,0.1642,10,223,233,9.5
8203,2011-12-13,4,0,12,10,False,2,True,1,0.3,0.303,0.52,0.1642,3,99,102,9.5
8204,2011-12-13,4,0,12,11,False,2,True,1,0.34,0.3182,0.46,0.2537,9,115,124,9.5
8205,2011-12-13,4,0,12,12,False,2,True,1,0.36,0.3333,0.43,0.3582,20,147,167,9.5
8206,2011-12-13,4,0,12,13,False,2,True,1,0.4,0.4091,0.37,0.3284,7,120,127,9.5
8207,2011-12-13,4,0,12,14,False,2,True,1,0.4,0.4091,0.37,0.2537,18,116,134,9.5
8208,2011-12-13,4,0,12,15,False,2,True,1,0.4,0.4091,0.35,0.2537,7,144,151,9.5
8209,2011-12-13,4,0,12,16,False,2,True,1,0.38,0.3939,0.37,0.2537,13,194,207,9.5
8210,2011-12-13,4,0,12,17,False,2,True,1,0.36,0.3485,0.4,0.194,17,381,398,9.5
8211,2011-12-13,4,0,12,18,False,2,True,1,0.34,0.3182,0.42,0.2239,12,370,382,9.5
8212,2011-12-13,4,0,12,19,False,2,True,1,0.32,0.3182,0.49,0.1642,5,262,267,9.5
8213,2011-12-13,4,0,12,20,False,2,True,1,0.32,0.3182,0.49,0.1642,7,154,161,9.5
8214,2011-12-13,4,0,12,21,False,2,True,1,0.3,0.303,0.52,0.1642,5,134,139,9.5
8215,2011-12-13,4,0,12,22,False,2,True,1,0.3,0.303,0.52,0.1642,5,102,107,9.5
8216,2011-12-13,4,0,12,23,False,2,True,1,0.26,0.303,0.7,0.0,4,55,59,9.5
8217,2011-12-14,4,0,12,0,False,3,True,1,0.26,0.303,0.75,0.0,0,22,22,9.5
8218,2011-12-14,4,0,12,1,False,3,True,1,0.26,0.303,0.75,0.0,0,8,8,9.5
8219,2011-12-14,4,0,12,2,False,3,True,1,0.26,0.303,0.75,0.0,0,2,2,9.5
8220,2011-12-14,4,0,12,3,False,3,True,1,0.28,0.3182,0.65,0.0,0,3,3,9.5
8221,2011-12-14,4,0,12,4,False,3,True,1,0.26,0.303,0.75,0.0,0,4,4,9.5
8222,2011-12-14,4,0,12,5,False,3,True,2,0.26,0.303,0.81,0.0,0,26,26,9.5
8223,2011-12-14,4,0,12,6,False,3,True,2,0.26,0.303,0.87,0.0,0,87,87,9.5
8224,2011-12-14,4,0,12,7,False,3,True,1,0.28,0.3182,0.75,0.0,4,243,247,9.5
8225,2011-12-14,4,0,12,8,False,3,True,2,0.26,0.303,0.87,0.0,9,458,467,9.5
8226,2011-12-14,4,0,12,9,False,3,True,2,0.3,0.3333,0.61,0.0,9,230,239,9.5
8227,2011-12-14,4,0,12,10,False,3,True,2,0.32,0.3485,0.57,0.0,9,133,142,9.5
8228,2011-12-14,4,0,12,11,False,3,True,2,0.34,0.3636,0.55,0.0,12,103,115,9.5
8229,2011-12-14,4,0,12,12,False,3,True,2,0.36,0.3636,0.57,0.0896,6,138,144,9.5
8230,2011-12-14,4,0,12,13,False,3,True,2,0.36,0.3636,0.57,0.1045,14,119,133,9.5
8231,2011-12-14,4,0,12,14,False,3,True,2,0.38,0.3939,0.54,0.0896,17,134,151,9.5
8232,2011-12-14,4,0,12,15,False,3,True,2,0.38,0.3939,0.54,0.1045,24,143,167,9.5
8233,2011-12-14,4,0,12,16,False,3,True,2,0.38,0.3939,0.54,0.1045,12,233,245,9.5
8234,2011-12-14,4,0,12,17,False,3,True,2,0.36,0.3636,0.57,0.1045,19,377,396,9.5
8235,2011-12-14,4,0,12,18,False,3,True,2,0.36,0.3485,0.62,0.1642,11,379,390,9.5
8236,2011-12-14,4,0,12,19,False,3,True,2,0.36,0.3636,0.62,0.1045,9,259,268,9.5
8237,2011-12-14,4,0,12,20,False,3,True,2,0.34,0.3485,0.66,0.1045,6,169,175,9.5
8238,2011-12-14,4,0,12,21,False,3,True,2,0.34,0.3333,0.66,0.1642,9,145,154,9.5
8239,2011-12-14,4,0,12,22,False,3,True,1,0.34,0.3333,0.66,0.1642,5,99,104,9.5
8240,2011-12-14,4,0,12,23,False,3,True,1,0.32,0.3182,0.7,0.1642,3,48,51,9.5
8241,2011-12-15,4,0,12,0,False,4,True,1,0.32,0.3182,0.7,0.1642,5,45,50,9.5
8242,2011-12-15,4,0,12,1,False,4,True,2,0.32,0.3182,0.7,0.1642,5,15,20,9.5
8243,2011-12-15,4,0,12,2,False,4,True,2,0.32,0.3333,0.7,0.1343,2,5,7,9.5
8244,2011-12-15,4,0,12,3,False,4,True,2,0.32,0.3333,0.7,0.1343,1,2,3,9.5
8245,2011-12-15,4,0,12,4,False,4,True,2,0.32,0.303,0.7,0.2239,0,6,6,9.5
8246,2011-12-15,4,0,12,5,False,4,True,2,0.32,0.303,0.7,0.2836,0,24,24,9.5
8247,2011-12-15,4,0,12,6,False,4,True,1,0.32,0.3182,0.66,0.194,2,90,92,9.5
8248,2011-12-15,4,0,12,7,False,4,True,1,0.32,0.3182,0.7,0.194,6,252,258,9.5
8249,2011-12-15,4,0,12,8,False,4,True,2,0.34,0.3182,0.66,0.2239,8,449,457,9.5
8250,2011-12-15,4,0,12,9,False,4,True,2,0.36,0.3333,0.62,0.2836,6,274,280,9.5
8251,2011-12-15,4,0,12,10,False,4,True,2,0.4,0.4091,0.58,0.2985,4,105,109,9.5
8252,2011-12-15,4,0,12,11,False,4,True,2,0.4,0.4091,0.62,0.4179,9,126,135,9.5
8253,2011-12-15,4,0,12,12,False,4,True,2,0.46,0.4545,0.59,0.4925,17,140,157,9.5
8254,2011-12-15,4,0,12,13,False,4,True,2,0.5,0.4848,0.55,0.3582,14,150,164,9.5
8255,2011-12-15,4,0,12,14,False,4,True,2,0.52,0.5,0.52,0.3284,8,124,132,9.5
8256,2011-12-15,4,0,12,15,False,4,True,3,0.52,0.5,0.55,0.2239,6,76,82,9.5
8257,2011-12-15,4,0,12,16,False,4,True,3,0.46,0.4545,0.72,0.1642,7,124,131,9.5
8258,2011-12-15,4,0,12,17,False,4,True,2,0.52,0.5,0.59,0.2836,14,310,324,9.5
8259,2011-12-15,4,0,12,18,False,4,True,2,0.52,0.5,0.59,0.2985,14,363,377,9.5
8260,2011-12-15,4,0,12,19,False,4,True,2,0.52,0.5,0.59,0.2836,13,274,287,9.5
8261,2011-12-15,4,0,12,20,False,4,True,1,0.52,0.5,0.59,0.3284,12,209,221,9.5
8262,2011-12-15,4,0,12,21,False,4,True,1,0.5,0.4848,0.63,0.2985,10,145,155,9.5
8263,2011-12-15,4,0,12,22,False,4,True,1,0.52,0.5,0.63,0.3284,8,116,124,9.5
8264,2011-12-15,4,0,12,23,False,4,True,1,0.52,0.5,0.63,0.3284,10,104,114,9.5
8265,2011-12-16,4,0,12,0,False,5,True,1,0.5,0.4848,0.72,0.3284,12,60,72,9.5
8266,2011-12-16,4,0,12,1,False,5,True,1,0.5,0.4848,0.72,0.2239,3,28,31,9.5
8267,2011-12-16,4,0,12,2,False,5,True,1,0.48,0.4697,0.77,0.1045,0,23,23,9.5
8268,2011-12-16,4,0,12,3,False,5,True,1,0.46,0.4545,0.82,0.1343,2,3,5,9.5
8269,2011-12-16,4,0,12,4,False,5,True,2,0.5,0.4848,0.59,0.194,1,4,5,9.5
8270,2011-12-16,4,0,12,5,False,5,True,1,0.48,0.4697,0.44,0.3881,0,26,26,9.5
8271,2011-12-16,4,0,12,6,False,5,True,2,0.44,0.4394,0.33,0.2985,2,80,82,9.5
8272,2011-12-16,4,0,12,7,False,5,True,2,0.38,0.3939,0.46,0.2985,5,226,231,9.5
8273,2011-12-16,4,0,12,8,False,5,True,1,0.36,0.3333,0.46,0.4179,10,449,459,9.5
8274,2011-12-16,4,0,12,9,False,5,True,1,0.36,0.3333,0.46,0.3881,8,235,243,9.5
8275,2011-12-16,4,0,12,10,False,5,True,1,0.34,0.303,0.46,0.2985,10,122,132,9.5
8276,2011-12-16,4,0,12,11,False,5,True,2,0.34,0.303,0.42,0.2985,9,135,144,9.5
8277,2011-12-16,4,0,12,12,False,5,True,2,0.34,0.303,0.42,0.3582,10,163,173,9.5
8278,2011-12-16,4,0,12,13,False,5,True,2,0.34,0.303,0.39,0.3582,12,125,137,9.5
8279,2011-12-16,4,0,12,14,False,5,True,2,0.34,0.3182,0.42,0.2239,13,115,128,9.5
8280,2011-12-16,4,0,12,15,False,5,True,2,0.32,0.303,0.45,0.2985,12,141,153,9.5
8281,2011-12-16,4,0,12,16,False,5,True,2,0.32,0.303,0.45,0.2239,12,212,224,9.5
8282,2011-12-16,4,0,12,17,False,5,True,2,0.32,0.303,0.45,0.2836,13,352,365,9.5
8283,2011-12-16,4,0,12,18,False,5,True,2,0.32,0.303,0.45,0.2537,10,285,295,9.5
8284,2011-12-16,4,0,12,19,False,5,True,2,0.32,0.303,0.45,0.2239,11,203,214,9.5
8285,2011-12-16,4,0,12,20,False,5,True,2,0.32,0.3182,0.45,0.194,6,146,152,9.5
8286,2011-12-16,4,0,12,21,False,5,True,2,0.32,0.3182,0.45,0.1642,7,95,102,9.5
8287,2011-12-16,4,0,12,22,False,5,True,2,0.3,0.303,0.49,0.1642,6,100,106,9.5
8288,2011-12-16,4,0,12,23,False,5,True,2,0.3,0.303,0.49,0.1343,4,71,75,9.5
8289,2011-12-17,4,0,12,0,False,6,False,1,0.3,0.2879,0.49,0.2836,3,59,62,9.5
8290,2011-12-17,4,0,12,1,False,6,False,2,0.3,0.2879,0.52,0.2537,4,39,43,9.5
8291,2011-12-17,4,0,12,2,False,6,False,2,0.28,0.2727,0.56,0.2239,11,47,58,9.5
8292,2011-12-17,4,0,12,3,False,6,False,1,0.26,0.2576,0.6,0.194,4,22,26,9.5
8293,2011-12-17,4,0,12,4,False,6,False,1,0.24,0.2424,0.65,0.1642,0,9,9,9.5
8294,2011-12-17,4,0,12,5,False,6,False,2,0.26,0.2576,0.6,0.194,2,7,9,9.5
8295,2011-12-17,4,0,12,6,False,6,False,2,0.26,0.2424,0.56,0.2836,0,17,17,9.5
8296,2011-12-17,4,0,12,7,False,6,False,2,0.26,0.2576,0.56,0.2239,0,20,20,9.5
8297,2011-12-17,4,0,12,8,False,6,False,2,0.26,0.2576,0.56,0.2239,4,55,59,9.5
8298,2011-12-17,4,0,12,9,False,6,False,2,0.26,0.2424,0.56,0.2537,5,95,100,9.5
8299,2011-12-17,4,0,12,10,False,6,False,2,0.26,0.2424,0.52,0.2836,10,171,181,9.5
8300,2011-12-17,4,0,12,11,False,6,False,2,0.28,0.2576,0.45,0.3284,21,188,209,9.5
8301,2011-12-17,4,0,12,12,False,6,False,2,0.28,0.2576,0.45,0.2836,28,216,244,9.5
8302,2011-12-17,4,0,12,13,False,6,False,2,0.28,0.2727,0.48,0.2537,32,204,236,9.5
8303,2011-12-17,4,0,12,14,False,6,False,1,0.28,0.2576,0.45,0.3582,30,207,237,9.5
8304,2011-12-17,4,0,12,15,False,6,False,1,0.28,0.2576,0.45,0.2836,33,195,228,9.5
8305,2011-12-17,4,0,12,16,False,6,False,1,0.28,0.2727,0.45,0.2239,30,192,222,9.5
8306,2011-12-17,4,0,12,17,False,6,False,1,0.26,0.2576,0.48,0.2239,12,153,165,9.5
8307,2011-12-17,4,0,12,18,False,6,False,1,0.26,0.2273,0.48,0.3881,7,150,157,9.5
8308,2011-12-17,4,0,12,19,False,6,False,3,0.24,0.2121,0.65,0.3284,11,95,106,9.5
8309,2011-12-17,4,0,12,20,False,6,False,1,0.22,0.2121,0.69,0.2537,7,99,106,9.5
8310,2011-12-17,4,0,12,21,False,6,False,1,0.2,0.2121,0.75,0.1642,8,88,96,9.5
8311,2011-12-17,4,0,12,22,False,6,False,1,0.2,0.2121,0.75,0.1642,7,73,80,9.5
8312,2011-12-17,4,0,12,23,False,6,False,1,0.2,0.2273,0.75,0.0,6,63,69,9.5
8313,2011-12-18,4,0,12,0,False,0,False,1,0.2,0.2121,0.75,0.1343,7,64,71,9.5
8314,2011-12-18,4,0,12,1,False,0,False,1,0.2,0.2273,0.69,0.1045,3,43,46,9.5
8315,2011-12-18,4,0,12,2,False,0,False,1,0.22,0.2424,0.55,0.1045,2,39,41,9.5
8316,2011-12-18,4,0,12,3,False,0,False,1,0.22,0.2121,0.55,0.2239,2,16,18,9.5
8317,2011-12-18,4,0,12,4,False,0,False,1,0.22,0.2121,0.55,0.2239,0,1,1,9.5
8318,2011-12-18,4,0,12,5,False,0,False,1,0.2,0.2273,0.59,0.1045,1,4,5,9.5
8319,2011-12-18,4,0,12,6,False,0,False,1,0.2,0.2121,0.59,0.1343,0,3,3,9.5
8320,2011-12-18,4,0,12,7,False,0,False,1,0.2,0.2121,0.59,0.1642,1,11,12,9.5
8321,2011-12-18,4,0,12,8,False,0,False,1,0.2,0.2576,0.69,0.0,1,31,32,9.5
8322,2011-12-18,4,0,12,9,False,0,False,1,0.22,0.2273,0.64,0.1642,6,75,81,9.5
8323,2011-12-18,4,0,12,10,False,0,False,1,0.24,0.2273,0.6,0.2537,7,122,129,9.5
8324,2011-12-18,4,0,12,11,False,0,False,2,0.24,0.2273,0.6,0.2239,20,168,188,9.5
8325,2011-12-18,4,0,12,12,False,0,False,1,0.26,0.2576,0.6,0.2239,26,202,228,9.5
8326,2011-12-18,4,0,12,13,False,0,False,1,0.3,0.2727,0.49,0.2985,18,210,228,9.5
8327,2011-12-18,4,0,12,14,False,0,False,1,0.3,0.2879,0.49,0.2836,19,200,219,9.5
8328,2011-12-18,4,0,12,15,False,0,False,1,0.32,0.303,0.45,0.2836,23,184,207,9.5
8329,2011-12-18,4,0,12,16,False,0,False,1,0.28,0.2727,0.48,0.2537,27,207,234,9.5
8330,2011-12-18,4,0,12,17,False,0,False,1,0.28,0.2727,0.46,0.1642,10,126,136,9.5
8331,2011-12-18,4,0,12,18,False,0,False,1,0.28,0.2727,0.45,0.194,15,123,138,9.5
8332,2011-12-18,4,0,12,19,False,0,False,1,0.26,0.2727,0.52,0.1343,5,130,135,9.5
8333,2011-12-18,4,0,12,20,False,0,False,1,0.24,0.2576,0.6,0.1045,10,94,104,9.5
8334,2011-12-18,4,0,12,21,False,0,False,1,0.22,0.2727,0.64,0.0,9,80,89,9.5
8335,2011-12-18,4,0,12,22,False,0,False,1,0.22,0.2273,0.75,0.194,2,47,49,9.5
8336,2011-12-18,4,0,12,23,False,0,False,1,0.2,0.2273,0.75,0.1045,6,31,37,9.5
8337,2011-12-19,4,0,12,0,False,1,True,1,0.2,0.2273,0.75,0.0896,3,14,17,9.5
8338,2011-12-19,4,0,12,1,False,1,True,1,0.18,0.2121,0.8,0.0896,3,8,11,9.5
8339,2011-12-19,4,0,12,2,False,1,True,1,0.18,0.2121,0.8,0.0896,0,3,3,9.5
8340,2011-12-19,4,0,12,3,False,1,True,1,0.16,0.197,0.86,0.0896,0,3,3,9.5
8341,2011-12-19,4,0,12,4,False,1,True,1,0.16,0.1818,0.86,0.1343,0,4,4,9.5
8342,2011-12-19,4,0,12,5,False,1,True,1,0.14,0.1667,0.93,0.1045,0,21,21,9.5
8343,2011-12-19,4,0,12,6,False,1,True,1,0.16,0.1818,0.86,0.1045,0,68,68,9.5
8344,2011-12-19,4,0,12,7,False,1,True,1,0.18,0.2121,0.74,0.1045,4,187,191,9.5
8345,2011-12-19,4,0,12,8,False,1,True,1,0.2,0.197,0.75,0.194,8,389,397,9.5
8346,2011-12-19,4,0,12,9,False,1,True,1,0.22,0.2121,0.69,0.2239,17,166,183,9.5
8347,2011-12-19,4,0,12,10,False,1,True,1,0.24,0.2273,0.67,0.194,12,96,108,9.5
8348,2011-12-19,4,0,12,11,False,1,True,1,0.26,0.2424,0.65,0.2537,22,105,127,9.5
8349,2011-12-19,4,0,12,12,False,1,True,1,0.3,0.2727,0.61,0.3284,13,128,141,9.5
8350,2011-12-19,4,0,12,13,False,1,True,1,0.34,0.303,0.49,0.3284,15,127,142,9.5
